City,District,RouteNumber,RouteName,RouteDirection,Address,SignalControlNumber,,,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡성로,1,전라남도 곡성군 삼기면 금반리 572,15,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡성로,1,전라남도 곡성군 삼기면 금반리 572,16,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡성로,2,전라남도 곡성군 삼기면 금반리 572,17,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,3,전라남도 곡성군 곡성읍 구원리 43-4,33,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,2,전라남도 곡성군 곡성읍 구원리 25-2,34,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,2,전라남도 곡성군 곡성읍 구원리 25-2,35,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,2,전라남도 곡성군 곡성읍 구원리 43-5,36,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,2,전라남도 곡성군 곡성읍 구원리 43-5,37,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,1,전라남도 곡성군 곡성읍 구원리 43-5,38,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,3,전라남도 곡성군 곡성읍 구원리 44-6,39,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,1,전라남도 곡성군 곡성읍 구원리 44-6,40,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,1,전라남도 곡성군 곡성읍 구원리 44-6,41,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,2,전라남도 곡성군 곡성읍 구원리 44-6,42,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,1,전라남도 곡성군 곡성읍 읍내리 797-19,54,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,1,전라남도 곡성군 곡성읍 읍내리 797-19,55,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,1,전라남도 곡성군 곡성읍 읍내리 797-19,56,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,2,전라남도 곡성군 곡성읍 읍내리 797-19,57,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,2,전라남도 곡성군 곡성읍 읍내리 797-19,58,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,3,전라남도 곡성군 곡성읍 읍내리 246-2,59,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,3,전라남도 곡성군 곡성읍 읍내리 246-2,60,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,60번,곡성로,1,전라남도 곡성군 곡성읍 읍내리 246-7,61,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡순로,1,전라남도 곡성군 삼기면 금반리 672-21,71,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡순로,1,전라남도 곡성군 삼기면 금반리 672-17,72,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡순로,3,전라남도 곡성군 삼기면 금반리 565-15,73,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡순로,2,전라남도 곡성군 삼기면 금반리 611-6,74,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡순로,2,전라남도 곡성군 삼기면 금반리 611-6,75,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡순로,1,전라남도 곡성군 삼기면 금반리 611-6,76,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡순로,3,전라남도 곡성군 삼기면 금반리 611-2,77,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,곡순로,2,전라남도 곡성군 겸면 평장리 산2-1,107,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡순로,1,전라남도 곡성군 겸면 평장리 산2-2,108,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡순로,1,전라남도 곡성군 겸면 평장리 산2-2,109,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,27번,곡순로,2,전라남도 곡성군 겸면 평장리 산2-2,110,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,곡순로,2,전라남도 곡성군 겸면 평장리 산2-1,111,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,곡순로,2,전라남도 곡성군 겸면 평장리 산2-1,112,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,곡순로,1,전라남도 곡성군 겸면 평장리 산1-1,113,,s,,,,,,,,,,,,,,,,,,,,
전라남도,곡성군,13번,곡순로,2,전라남도 곡성군 겸면 평장리 산1-1,114,,s,,,,,,,,,,,,,,,,,,,,67
전라남도,곡성군,13번,곡순로,2,전라남도 곡성군 겸면 평장리 산1-1,115,,s,,,,,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
